HomeDetailID,PolicyID,PropertyAddress,PropertyType,PropertyValue,SquareFootage,YearBuilt,ConstructionType,RoofType,SecuritySystem,FloodZone
1610,32730,"3893 Brennan Union, Steinfurt",Apartment,613959.03,4261,1976,Steel,,0,0
1611,32731,"39958 Timothy Greens, East Andreaville",Multi-Family,668214.68,2118,2021,Brick,,1,1
1612,32741,"73316 Love Lakes, Maldonadomouth",Condo,303284.23,1056,1966,Concrete,,1,1
1613,32746,"866 Timothy Locks Suite 242, Ashleyberg",Single-Family,175931.67,3677,1953,Brick,,1,1
1614,32789,"55038 Frank Walks Apt. 462, North Lisa",Townhouse,540386.59,4986,2009,Concrete,,1,0
1615,32792,"8376 Debra Rue, Douglasport",Townhouse,478455.66,4295,2007,Concrete,,1,0
1616,32815,"807 Vanessa Wells, Rebeccaberg",Townhouse,558568.01,4469,1969,Concrete,,0,0
1617,32831,"35728 Dylan Cliffs Suite 150, Lake Melaniehaven",Multi-Family,714574.85,4931,2012,Brick,,1,0
1618,32876,"166 Norton Shores, New Michaelside",Townhouse,779699.88,1158,1981,Brick,,0,1
1619,32886,"2625 Micheal Shoals Apt. 475, East Morgan",Condo,503561.17,4585,2009,Brick,,0,0
1620,32907,"6091 Scott Trafficway, North Kristin",Condo,711088.03,2647,2015,Concrete,,1,1
1621,32909,"456 Pierce Pass, West Cody",Apartment,268876.4,2383,2003,Brick,,0,1
1622,32913,"203 Murillo Island, Johnton",Condo,519304.04,1409,1972,Concrete,,1,1
1623,32923,"65344 Perez Fords, Warrenshire",Condo,776608.1,3454,1994,Concrete,,1,1
1624,32940,"6295 Angela Mission, Dorseyfort",Apartment,550596.72,1604,1996,Wood,,0,0
1625,32941,"85954 Henderson Spur Apt. 338, Lake Jillberg",Multi-Family,417988.1,3976,1971,Concrete,,1,1
1626,32942,"727 Eric Locks, Alexview",Condo,561011.31,4813,1992,Brick,,1,0
1627,32987,"0639 Blankenship Square Apt. 627, Deleonstad",Townhouse,620557.53,1906,1957,Concrete,,0,0
1628,33052,"83838 Bartlett Junctions Suite 442, Martinmouth",Condo,534319.62,2135,2006,Wood,,0,0
1629,33065,"565 Larsen Loaf, Lake Sandra",Multi-Family,341358.76,875,1970,Wood,,0,1
1630,33111,"28772 Michael Ford Suite 936, South Philip",Townhouse,622168.34,2372,1963,Concrete,,0,0
1631,33115,"52772 Kyle Point Apt. 412, West Stacy",Condo,516237.51,3901,2019,Steel,,0,0
1632,33143,"456 Kent Ports Apt. 719, Cherylshire",Apartment,746458.19,3465,2006,Brick,,1,0
1633,33145,"32582 Aaron Dale, South Danielville",Single-Family,779756.28,2376,1982,Concrete,,0,1
1634,33164,"542 Henry Camp, Port Andrew",Townhouse,425622.03,2493,1977,Brick,,1,0
1635,33189,"512 Brown Valleys, Jefferychester",Apartment,212414.05,4590,1982,Steel,,1,0
1636,33214,"14527 Coleman Plains Apt. 481, Lindseyside",Multi-Family,632009.42,3925,1994,Steel,,0,1
1637,33260,"31164 Adam Stravenue, South Davidbury",Single-Family,748166.59,2855,1977,Brick,,1,0
1638,33277,"709 Suzanne Lights Suite 834, Elizabethton",Apartment,365472.77,3399,1993,Wood,,0,0
1639,33299,"46297 Xavier Ville, Lake Ronaldbury",Apartment,774880.38,4427,1966,Wood,,0,1
1640,33306,"780 Natasha Plains Apt. 366, Courtneymouth",Multi-Family,269443.64,4895,1969,Wood,,1,1
1641,33402,"23329 Sarah Square Apt. 956, South Michael",Townhouse,594668.08,3420,1950,Concrete,,0,0
1642,33412,"569 Nicholas Mill Suite 522, Palmerfurt",Condo,767313.66,2319,2018,Wood,,1,1
1643,33417,"1536 Shelby Prairie, East Phyllis",Townhouse,185888.11,3794,1976,Brick,,0,0
1644,33500,"2167 William Via Suite 531, West Joshuaton",Condo,406272.38,3928,1984,Brick,,1,1
1645,33506,"41422 Jerry Forest, Emilybury",Apartment,612705.24,3013,1989,Wood,,0,1
1646,33510,"86206 Carson Causeway, East Aaron",Condo,787958.95,3205,1991,Brick,,1,0
1647,33537,"7346 Fox Ranch Suite 515, East Nicolefort",Multi-Family,417434.59,3253,1986,Brick,,1,0
1648,33544,"135 Colleen Gardens, Lopezton",Condo,684488.3,2239,1954,Concrete,,0,0
1649,33549,"80339 Morgan Creek, West Derrickmouth",Multi-Family,691970.18,1754,2001,Wood,,1,0
1650,33555,"70461 Williams Point Apt. 489, Jennyburgh",Townhouse,665160.5,4045,1980,Steel,,0,0
1651,33654,"810 Sheri Summit, Mitchellmouth",Townhouse,349355.74,2975,2005,Concrete,,0,0
1652,33657,"76178 Tyler Brook Apt. 689, South Jamiehaven",Townhouse,383657.03,2465,1983,Brick,,0,1
1653,33667,"20106 Lucas Pine Apt. 035, East Kristinaview",Townhouse,327577.76,4151,1967,Concrete,,0,1
1654,33678,"81340 Bailey Crescent Apt. 919, Port Robertville",Condo,155571.03,4069,2014,Concrete,,1,1
1655,33729,"859 James Overpass, Theodoreburgh",Multi-Family,465552.94,4547,1957,Steel,,0,1
1656,33738,"411 Leslie Valley Suite 780, West Virginiahaven",Condo,716307.62,2020,2015,Wood,,1,1
1657,33748,"73214 Janice Village Apt. 541, Karenberg",Townhouse,261914.61,3707,2012,Brick,,1,0
1658,33785,"42458 Robert Fall, Port Bryceview",Apartment,649225.64,3752,1981,Brick,,0,0
1659,33804,"474 Daniel Port Suite 937, Davidside",Single-Family,603609.07,913,2006,Steel,,1,1
1660,33824,"81204 Amber Ridges, Johnfort",Single-Family,598717.06,937,1950,Brick,,0,1
1661,33838,"92454 Amy Village, West Crystalborough",Apartment,354522.09,3036,2021,Brick,,1,0
1662,33854,"96734 Christina Drive Apt. 518, New Sarah",Multi-Family,572024.02,1968,1976,Brick,,0,1
1663,33861,"87446 Ashley Well, West Marytown",Condo,559816.05,1221,2016,Concrete,,0,0
1664,33870,"80323 Russell Keys, Natalieside",Condo,394271.59,4571,1985,Brick,,1,0
1665,33909,"4413 Contreras Key, Leeberg",Single-Family,559486.07,2761,1960,Concrete,,0,1
1666,33920,"10825 West Roads, Gayville",Condo,218424.2,4430,2019,Concrete,,1,1
1667,33948,"860 Jane Island Suite 250, Millerfurt",Condo,287124.37,2957,2004,Brick,,1,0
1668,33985,"62934 Reyes Mount Suite 550, Williamsshire",Townhouse,257101.92,4747,1952,Concrete,,0,0
1669,34055,"163 Kristen Club Suite 403, East Abigailtown",Multi-Family,543203.0,3562,1974,Brick,,0,1
1670,34060,"249 Snow Islands Apt. 125, West Stacy",Apartment,704215.3,2426,1964,Brick,,1,1
1671,34114,"03827 Nicholas Forks, Robertfort",Single-Family,396099.16,4123,1954,Brick,,1,0
1672,34115,"935 Rivera Estate, North Amandafort",Single-Family,721284.73,4391,1998,Brick,,1,0
1673,34119,"977 Woods Knolls Apt. 149, New Steve",Apartment,246574.43,4961,1982,Steel,,1,0
1674,34120,"896 Kenneth Station, Robertview",Single-Family,757047.03,3016,1998,Steel,,1,0
1675,34164,"782 Tiffany Islands, Amandafort",Multi-Family,627038.92,4135,1974,Wood,,1,0
1676,34167,"484 Stacy Wall, North Chad",Condo,589144.27,4448,1971,Concrete,,1,1
1677,34188,"044 Robert Stream, Lake Christiantown",Multi-Family,289524.93,4342,1958,Steel,,0,1
1678,34218,"4627 Tony Drive, Williamtown",Single-Family,392684.54,4877,1953,Concrete,,0,0
1679,34271,"8947 Alan Plaza Suite 389, Josephfurt",Condo,711083.86,1956,1993,Concrete,,1,1
1680,34278,"76734 Melissa Loop, Olsonmouth",Condo,492882.4,4942,2003,Brick,,1,0
1681,34286,"643 Anna Port Apt. 166, Lake Anthonyport",Apartment,625848.24,2981,1975,Wood,,0,0
1682,34303,"31424 Cynthia Orchard, North Michaelland",Apartment,258288.1,4910,1995,Brick,,0,0
1683,34304,"611 Donna Grove Suite 078, Smithside",Single-Family,455379.31,3218,1987,Brick,,1,0
1684,34353,"830 Hart Drive Apt. 920, Kaitlynbury",Single-Family,181737.71,3914,1972,Steel,,0,1
1685,34356,"66705 Taylor Gardens, Teresafurt",Single-Family,505799.08,4912,1967,Steel,,1,0
1686,34382,"30536 Laura Views Apt. 714, North Alisha",Multi-Family,605985.94,3481,1962,Steel,,1,1
1687,34404,"316 Donald Valleys, Caldwellville",Single-Family,174822.2,3922,1976,Brick,,0,0
1688,34422,"79560 Johnson Glens, Jacksonfurt",Single-Family,570598.14,1541,1966,Brick,,1,1
1689,34425,"20593 Golden Drive Suite 416, Lorihaven",Single-Family,546097.34,4306,1997,Wood,,1,1
1690,34435,"3065 Higgins Islands, North Amanda",Apartment,337333.72,1081,1957,Steel,,1,0
1691,34440,"21331 Nathaniel Forest Apt. 883, New Mark",Apartment,297085.26,4746,1998,Brick,,1,1
1692,34462,"9336 Ferguson Summit, Waynemouth",Multi-Family,558739.08,3427,1963,Brick,,0,1
1693,34463,"225 Leslie Mission Apt. 122, West Eileenburgh",Multi-Family,408089.49,3091,1986,Wood,,0,0
1694,34467,"25441 Miller Trail Apt. 505, Coxchester",Apartment,695463.16,3126,1990,Steel,,0,0
1695,34486,"4942 Davis Neck Apt. 600, Myersburgh",Condo,784189.6,1291,1991,Wood,,0,0
1696,34489,"40166 Richardson Walk Apt. 276, North Heatherberg",Townhouse,650735.92,3994,1978,Steel,,0,1
1697,34493,"0740 Joseph Circle Suite 032, Lake Sandramouth",Condo,435655.05,3439,1958,Concrete,,0,0
1698,34527,"93744 Kent Cape Suite 729, Port Mackenzie",Condo,168996.57,4550,2002,Concrete,,1,1
1699,34556,"74414 Timothy Mountain Suite 948, Sharpland",Apartment,532624.61,2496,1977,Steel,,0,1
1700,34568,"89028 Brandon Common Suite 157, East Michelleshire",Single-Family,602613.13,1856,1977,Wood,,1,1
1701,34576,"78652 Allen Mews Suite 555, Port Kevin",Apartment,491823.23,3802,1963,Brick,,0,0
1702,34581,"52602 Sawyer Throughway Suite 336, New Brianshire",Single-Family,273999.5,3079,1995,Wood,,0,1
1703,34604,"2474 Williams Park Apt. 615, East James",Single-Family,692356.18,2332,2014,Concrete,,0,1
1704,34607,"3390 Alexis Land, Gregoryburgh",Single-Family,323724.02,3795,1950,Steel,,1,0
1705,34624,"25490 Brown Mission Suite 069, Foxland",Apartment,389971.57,1692,2018,Concrete,,0,0
1706,34648,"880 Sherry Ranch Suite 570, Port Sabrinaland",Townhouse,657660.91,2985,2002,Concrete,,1,1
1707,34685,"957 Hicks Road Apt. 332, Whitefort",Condo,411703.57,2803,1991,Wood,,1,1
1708,34719,"52429 Flores Union Suite 541, New Melissaberg",Single-Family,423195.88,2929,1996,Concrete,,0,0
1709,34729,"903 Cantrell Shores, Hernandezport",Apartment,682499.76,1591,2009,Steel,,1,1
1710,34741,"076 Patricia Streets Suite 903, Jennifertown",Condo,286927.21,2277,2018,Brick,,1,0
1711,34754,"927 Derek Turnpike Suite 096, Port Catherineview",Multi-Family,339350.42,4380,1993,Wood,,1,1
1712,34757,"39230 Steven Expressway Apt. 843, East Nicoleview",Single-Family,331464.74,4893,2024,Steel,,0,0
1713,34782,"862 Jeff Trafficway Apt. 630, New Paul",Apartment,692800.28,2126,1956,Wood,,0,0
1714,34800,"311 Orr Ford Apt. 927, Abbottburgh",Condo,259935.09,2124,2013,Concrete,,0,0
1715,34808,"6364 Cassidy Prairie, North Derrickport",Townhouse,348330.9,4048,2000,Wood,,0,1
1716,34843,"57441 Megan Burg Apt. 629, Davidfurt",Multi-Family,461330.68,3081,2001,Brick,,1,1
1717,34848,"633 Robert Way, South William",Single-Family,781616.29,2744,2015,Wood,,1,1
1718,34854,"7682 Reginald Lodge Apt. 767, Stevenhaven",Single-Family,378426.91,2603,1979,Brick,,1,1
1719,34855,"7214 Daniel Prairie, Bradleychester",Apartment,154023.25,1968,1987,Concrete,,0,0
1720,34866,"2641 Stephens Skyway Apt. 076, Holmesstad",Multi-Family,527214.49,2678,1978,Steel,,0,0
1721,34921,"2872 Perkins Green Suite 387, Martinbury",Single-Family,775128.91,3186,1956,Brick,,0,1
1722,34929,"18599 Lee Court Suite 530, Johnborough",Condo,357671.19,4840,2016,Brick,,0,1
1723,34946,"67034 Khan Orchard, Martinstad",Condo,157405.52,2295,2014,Brick,,1,1
1724,34972,"7945 Morales Manors, South Nicholasmouth",Multi-Family,496711.14,3314,2024,Steel,,1,1
1725,35016,"33738 Bennett Trail, Grahamville",Condo,590429.68,1369,1999,Wood,,1,0
1726,35048,"2816 Julia Greens, North Cynthia",Condo,653144.93,1599,2014,Steel,,0,0
1727,35067,"7932 Tracey Orchard, Tiffanyborough",Condo,688240.85,3704,1992,Concrete,,1,1
1728,35071,"8644 Rachel Fields Apt. 380, Sharonland",Townhouse,345250.22,2241,1976,Steel,,1,1
1729,35078,"450 Green Circles Suite 584, Port Timothymouth",Apartment,704943.45,2211,1973,Brick,,1,1
1730,35090,"619 Brian Extensions, Lake Lindsaymouth",Townhouse,167322.58,1025,2003,Concrete,,0,1
1731,35195,"667 Collins Plains Apt. 391, South Aprilfort",Single-Family,247183.73,4514,2003,Concrete,,0,0
1732,35224,"095 Denise Bypass Apt. 258, Port Samantha",Single-Family,781195.93,4995,1992,Wood,,1,0
1733,35225,"56566 Brian Station, East Adriana",Condo,314297.5,4443,1991,Wood,,0,0
1734,35230,"42440 Cory Village Apt. 153, Danielville",Apartment,442904.3,1420,1983,Brick,,1,1
1735,35238,"75530 Smith Drive Apt. 768, Christopherbury",Condo,237838.92,4646,1963,Steel,,1,1
1736,35256,"733 Young Garden Apt. 255, New Vanessa",Multi-Family,782114.89,1228,1986,Brick,,0,1
1737,35258,"4091 Daniel Walk, Collinshaven",Single-Family,753324.33,3828,1984,Wood,,0,1
1738,35265,"15148 Gibson Path Apt. 707, East Matthew",Townhouse,691788.65,897,2022,Wood,,0,1
1739,35287,"589 Parks Vista, Donaldton",Single-Family,714868.49,4639,1986,Brick,,0,1
1740,35323,"1480 Dillon Crest Suite 830, East Jeffrey",Townhouse,396536.09,1626,1955,Brick,,0,0
1741,35331,"228 Reeves Pines, New Nicholas",Multi-Family,683603.74,2327,2012,Brick,,0,1
1742,35355,"5214 Flores Groves, Scotthaven",Multi-Family,764480.02,2916,2019,Brick,,0,1
1743,35377,"5622 Tiffany Trail, Danielleville",Single-Family,513731.56,4863,2020,Wood,,0,0
1744,35381,"5634 Martin Crest Apt. 061, West Joshuaborough",Townhouse,412097.75,2413,1974,Brick,,0,0
1745,35400,"2268 Lewis Route Apt. 425, Maddenview",Condo,242147.73,856,1968,Wood,,1,1
1746,35408,"37953 Joshua Isle, Johnfort",Single-Family,507221.67,3313,1967,Concrete,,1,1
1747,35425,"54561 Justin Inlet, Walkermouth",Single-Family,738642.79,3524,1979,Brick,,0,0
1748,35427,"45996 Holly Lock Suite 382, Reeveshaven",Condo,399290.13,3236,1974,Brick,,1,1
1749,35445,"0784 Smith Port Apt. 549, East William",Single-Family,321521.86,1659,1959,Steel,,0,0
1750,35452,"82061 Heather Plains, Angelafurt",Townhouse,364746.54,3268,1954,Wood,,0,0
1751,35475,"97042 Smith Trafficway, New Frederick",Apartment,460385.14,4026,1966,Wood,,1,1
1752,35494,"109 Lauren Tunnel, New Johnnyfurt",Apartment,309954.24,1806,1989,Steel,,0,1
1753,35501,"240 Greg Walks, West Stacey",Townhouse,324600.11,4304,1953,Steel,,1,1
1754,35542,"2632 Tyler Fork Apt. 474, Harveyport",Condo,257471.84,2133,1995,Wood,,1,0
1755,35585,"0665 Daisy Squares Apt. 309, Port Richard",Multi-Family,669555.38,1665,1998,Steel,,1,1
1756,35608,"36072 Joshua Union Suite 865, Port Trevor",Apartment,394711.08,3243,1984,Brick,,0,0
1757,35610,"98764 Vasquez Squares Apt. 582, Port Valerietown",Townhouse,699668.86,2210,1980,Brick,,0,1
1758,35614,"93807 Lawrence Trail, Hudsonside",Single-Family,566110.07,3999,2007,Concrete,,1,1
1759,35626,"2548 Deborah View, West Chris",Apartment,304315.39,1743,1955,Concrete,,0,0
1760,35653,"26263 Choi Fort, Port Danaburgh",Condo,777358.48,2386,1979,Brick,,1,0
1761,35681,"058 Ashley Mission Apt. 054, Rachelfurt",Condo,656250.2,2331,1950,Brick,,1,0
1762,35690,"217 Troy Estates, Rosehaven",Multi-Family,582973.58,2591,2021,Wood,,0,1
1763,35702,"348 Amanda Mount Suite 748, Choistad",Townhouse,627688.74,1665,1995,Concrete,,0,1
1764,35707,"49609 Jesse Parkways Suite 961, West Kevinland",Single-Family,767665.19,3892,1951,Steel,,1,0
1765,35772,"5578 Kevin Valleys Apt. 924, Jaimeborough",Multi-Family,564478.54,1474,1973,Brick,,0,1
1766,35782,"089 Bryant Court Suite 018, Port Robert",Single-Family,238680.51,1743,1994,Concrete,,0,0
1767,35790,"685 Sloan Stream Apt. 091, Johnnymouth",Multi-Family,672329.58,3148,1970,Wood,,1,1
1768,35796,"8180 Reed Mall Suite 487, Stephanieview",Townhouse,466631.66,805,2024,Steel,,1,1
1769,35820,"3137 Thompson River Suite 802, Leberg",Condo,590371.78,833,1974,Steel,,1,1
1770,35833,"2583 John Mills Apt. 224, West Richardview",Apartment,396786.05,2925,2010,Concrete,,0,1
1771,35846,"3978 David Circles Suite 031, Ayalaburgh",Apartment,617447.22,4111,1996,Concrete,,1,0
1772,35867,"366 Sean Roads, Wadebury",Single-Family,555603.4,4947,2014,Brick,,0,1
1773,35868,"49571 Hall Avenue, Lake Doris",Multi-Family,167889.53,4932,1998,Wood,,1,0
1774,35907,"8342 Tom Street, East Ana",Apartment,400225.37,4560,1970,Wood,,1,0
1775,35910,"582 Evans Station Apt. 194, Danielchester",Single-Family,598136.57,1183,1986,Wood,,0,0
1776,35916,"354 Carroll Fork, Port Davidbury",Apartment,705037.45,1838,2006,Wood,,1,0
1777,35933,"425 Garcia Loaf Apt. 185, East Ashleyton",Single-Family,284691.57,3337,1995,Wood,,1,1
1778,36029,"758 Navarro Forges Suite 259, North Mindy",Multi-Family,423422.44,4320,1975,Concrete,,0,0
1779,36033,"00740 Rachel Ridge Apt. 259, New Joseph",Single-Family,726129.43,3077,2001,Brick,,1,0
1780,36034,"723 Blackwell Key, Mejiamouth",Multi-Family,615116.47,2862,1992,Brick,,1,0
1781,36053,"3709 Sanchez Forges Apt. 386, East Christopher",Townhouse,609315.08,4941,2021,Steel,,0,0
1782,36062,"6869 Pollard Shoal, Cookborough",Single-Family,525551.04,2396,2007,Brick,,1,1
1783,36072,"88384 Martin Circle, Jimenezmouth",Apartment,676135.86,1772,2002,Steel,,0,0
1784,36079,"13236 Ronnie Spring, East Stevenfort",Condo,389869.52,3130,1990,Brick,,0,0
1785,36092,"14622 Roberts Forges, North Brandon",Condo,244809.87,1219,2008,Wood,,0,0
1786,36118,"0459 Mooney Mill, Ericashire",Condo,384816.15,4369,1984,Concrete,,0,0
1787,36143,"251 Brady Tunnel Suite 293, New Danielhaven",Townhouse,401116.41,1983,1993,Concrete,,0,0
1788,36187,"2291 Brown Loop Suite 268, North Garrett",Multi-Family,350235.75,4510,1959,Steel,,1,1
1789,36247,"965 Moore Cape Suite 760, South Tanya",Condo,319443.38,4651,1951,Brick,,0,1
1790,36298,"52018 Sanchez Forges, Campbellshire",Townhouse,292895.87,2281,2000,Concrete,,0,1
1791,36299,"58559 Jacob Wall, Hernandezside",Apartment,357911.53,4124,1997,Steel,,1,1
1792,36301,"45155 Mcguire Centers, Williamsberg",Apartment,579109.05,4999,1966,Wood,,0,1
1793,36321,"178 Brian Radial, Mcdowellstad",Apartment,266118.15,4626,2009,Steel,,0,0
1794,36323,"24789 Steven Flats Apt. 886, Thompsonmouth",Condo,313048.88,1717,1969,Steel,,0,0
1795,36325,"883 Brett Fords Suite 031, New Lauren",Condo,620256.05,1561,2020,Brick,,1,0
1796,36348,"8688 Tonya Common, Port Emma",Townhouse,397898.64,4935,2007,Wood,,1,0
1797,36351,"063 Baker Trafficway, Danielchester",Townhouse,536297.86,4776,2011,Wood,,1,1
1798,36387,"4898 Juarez Fall Apt. 610, Meghanborough",Single-Family,641865.23,3312,2021,Concrete,,0,1
1799,36416,"111 Lauren Islands, West Cherylside",Multi-Family,609733.04,4133,2017,Wood,,0,1
1800,36426,"8789 Jessica Oval Suite 607, East Daniel",Condo,504702.62,1330,1973,Concrete,,1,0
1801,36447,"64194 Victoria Square, Catherinemouth",Single-Family,226463.84,1768,1996,Concrete,,1,1
1802,36492,"593 Bailey Fields Suite 188, Lake Teresa",Single-Family,653840.44,1830,1964,Brick,,1,1
1803,36499,"654 Wallace Forest Suite 794, Jessicabury",Multi-Family,635643.95,3902,1974,Steel,,1,0
1804,36517,"2655 Chelsea Springs, Amyburgh",Single-Family,477762.47,1421,2022,Concrete,,0,0
1805,36603,"9210 Scott Springs Suite 093, Port Monicaport",Condo,576478.28,1972,1988,Concrete,,0,0
1806,36630,"25607 Hamilton Motorway Apt. 444, Carterville",Single-Family,290170.52,1135,1978,Steel,,0,0
1807,36642,"356 Rodriguez Orchard Suite 327, Larrystad",Townhouse,653381.12,3132,2006,Brick,,0,0
1808,36673,"3134 Alvarado Crest, Haleyville",Townhouse,530383.94,2687,1980,Wood,,1,1
1809,36703,"24426 Wallace Ramp, Henryview",Condo,779640.39,3887,1967,Concrete,,0,0
1810,36745,"2253 Salinas Hollow, Michaelport",Townhouse,694280.11,3725,2011,Wood,,1,1
1811,36750,"1612 Richards Village Suite 727, Vanessaton",Apartment,220504.82,1346,1970,Steel,,0,0
1812,36761,"782 Figueroa Path, Karenmouth",Single-Family,393889.39,1110,1984,Steel,,1,1
1813,36790,"116 Martinez Mountains, West Brianmouth",Single-Family,458365.06,3787,1994,Steel,,0,1
1814,36799,"17575 Alvarez Unions, Port Samuelstad",Townhouse,603837.02,3033,2007,Brick,,0,0
1815,36814,"2197 Brooks Circle Apt. 725, Devinfurt",Townhouse,586261.75,2398,2009,Wood,,1,0
1816,36817,"93973 Walsh Lane, West Christinaport",Multi-Family,564264.1,2391,1950,Wood,,1,1
1817,36838,"0704 Andrea Canyon Suite 773, Dominiqueland",Apartment,306191.08,4088,1971,Concrete,,0,1
1818,36855,"21571 Kathleen Parks Suite 869, North Anthony",Multi-Family,305623.59,1706,1986,Steel,,1,1
1819,36913,"6522 Adams Street Suite 253, South Michael",Apartment,628019.38,2580,1964,Wood,,1,0
1820,36964,"150 Roger Flats Apt. 248, Port Luis",Apartment,588316.81,3249,2000,Brick,,1,0
1821,36969,"8807 Jennifer Points, Snyderbury",Multi-Family,323404.04,2637,2016,Concrete,,0,0
1822,36988,"59793 Candice Streets, Lake Amandaview",Townhouse,188917.28,4942,1968,Wood,,1,0
1823,37014,"03187 Michael Lakes Suite 240, East Kristen",Townhouse,216686.79,924,1964,Concrete,,1,0
1824,37049,"52345 Sheppard Ways Suite 254, Scottview",Single-Family,538539.66,4866,1976,Brick,,1,1
1825,37094,"139 Kelly Run, Davidview",Condo,592651.25,4097,1992,Brick,,0,0
1826,37113,"4194 Perez Streets Apt. 250, East Andrew",Apartment,686818.98,3151,1981,Wood,,1,1
1827,37139,"7613 Anderson Mountains, Timothymouth",Townhouse,587460.41,2665,2014,Concrete,,0,0
1828,37140,"1148 Catherine Summit Suite 739, Petermouth",Apartment,211681.95,4508,1980,Steel,,1,0
1829,37165,"8723 Small Rapid Apt. 643, Mcguiremouth",Condo,624268.23,3893,1980,Steel,,1,0
1830,37168,"49325 Freeman Radial Apt. 699, New Nicole",Multi-Family,405358.44,4365,1971,Wood,,1,0
1831,37202,"776 Williams Loaf Suite 157, Kylebury",Apartment,619086.45,2199,2022,Steel,,1,1
1832,37203,"037 Kathryn Track Apt. 461, East Martin",Townhouse,571357.61,2831,1954,Concrete,,0,0
1833,37219,"9893 Tanya Gardens Suite 592, North Kennethmouth",Condo,466443.99,3865,2018,Steel,,1,1
1834,37255,"6606 Sheryl Glens, New Catherineton",Single-Family,565044.51,4579,1980,Brick,,0,0
1835,37286,"15043 Baker Center, Georgeshire",Single-Family,520398.04,3811,1994,Brick,,0,1
1836,37327,"3329 Greene Falls Apt. 914, Thomasfurt",Single-Family,533905.3,2125,1987,Concrete,,1,1
1837,37338,"413 Bell Points, Perkinsstad",Townhouse,155734.44,4648,1962,Wood,,0,0
1838,37359,"3974 Delacruz Harbor, South Rebeccamouth",Single-Family,558230.69,1102,1975,Brick,,0,1
1839,37365,"14496 Ward Run Suite 638, South Heather",Apartment,673807.37,2802,2003,Concrete,,1,1
1840,37379,"4807 Cervantes Passage, East Kristophershire",Multi-Family,598639.98,4032,1996,Wood,,1,1
1841,37404,"27196 Michael Meadow, East Christinefort",Multi-Family,372972.23,4449,1976,Concrete,,1,1
1842,37428,"131 Dakota Shore, Martinezshire",Condo,723436.92,2011,2011,Steel,,0,1
1843,37439,"88561 Pierce Mission Apt. 116, New George",Apartment,492758.27,1679,2004,Steel,,1,1
1844,37447,"483 Bruce Via, South Corey",Single-Family,309431.92,3984,2005,Steel,,0,1
1845,37483,"08377 Pollard View Suite 677, Ericfurt",Apartment,604601.3,3287,1990,Wood,,0,0
1846,37501,"589 Julie Mews, Lake Kennethburgh",Multi-Family,550151.39,4124,1995,Brick,,1,1
1847,37505,"3701 Katrina Islands Apt. 228, Lake Matthewstad",Multi-Family,724552.13,3096,1955,Brick,,0,0
1848,37512,"1942 Wagner Lakes, Franklinville",Townhouse,248073.3,3618,1997,Concrete,,1,0
1849,37515,"6353 Christy Station Apt. 014, Mirandamouth",Multi-Family,192334.04,2588,1958,Concrete,,0,0
1850,37530,"55331 Linda Haven Suite 947, Lake Williamtown",Townhouse,428578.87,3456,1988,Wood,,1,0
1851,37555,"5777 Amanda Branch Suite 910, New Thomaston",Apartment,395159.31,3762,1959,Steel,,1,1
1852,37604,"7329 Moore Land, Port Matthewville",Condo,430129.07,1097,1986,Brick,,0,0
1853,37605,"8442 Hall Junction Apt. 694, Port Williamshire",Apartment,726275.17,4019,1982,Brick,,0,0
1854,37607,"01856 Jackson Fort Apt. 939, Lake Nathan",Townhouse,425797.42,4998,1972,Concrete,,1,0
1855,37610,"186 Alec Ville Suite 699, Adamsshire",Townhouse,673388.71,4775,1961,Wood,,1,0
1856,37615,"2000 Christine Mission Apt. 596, West Jasmineton",Multi-Family,407904.47,2267,1976,Concrete,,1,0
1857,37624,"622 Thomas Islands Suite 098, New Patricia",Single-Family,745475.98,4850,1968,Brick,,1,0
1858,37669,"33352 Michael Alley Apt. 245, New Benjamin",Townhouse,433274.48,1310,1982,Concrete,,1,0
1859,37718,"183 Padilla Roads, Annebury",Townhouse,511182.24,931,2000,Brick,,1,0
1860,37722,"14088 Edward Plains, Johnsonborough",Condo,395835.01,1909,1964,Wood,,1,0
1861,37726,"986 Melissa Viaduct Apt. 019, Lauratown",Apartment,208068.85,1565,2005,Wood,,0,1
1862,37729,"981 Martin Rest, East Sherry",Multi-Family,724714.19,4304,1989,Brick,,1,1
1863,37764,"00867 Evans Greens Suite 736, South Lynnfort",Townhouse,393865.93,2347,1995,Wood,,0,0
1864,37833,"6105 Shawn Park Apt. 166, New Leslietown",Single-Family,293439.64,4144,1985,Steel,,0,0
1865,37847,"104 Isaac Glen Suite 341, South Joseph",Condo,194074.79,3941,2022,Steel,,0,0
1866,37858,"6770 Kathleen Mission Suite 100, Goodwinshire",Townhouse,719124.35,1862,2014,Concrete,,0,0
1867,37862,"732 Diaz Fork Suite 635, New Doris",Single-Family,386122.08,1947,1985,Concrete,,0,0
1868,37870,"281 Greer Isle Suite 018, Lake Danielberg",Multi-Family,238597.63,4269,2000,Steel,,1,1
1869,37888,"20446 Bryan Cliffs, Tracychester",Townhouse,773522.61,3441,1976,Concrete,,1,1
1870,37929,"44410 Guzman Run, West Christopherburgh",Single-Family,521867.59,2717,2020,Wood,,0,1
1871,37951,"573 Steve Lake Suite 726, Heatherbury",Condo,583666.6,2617,2022,Steel,,1,1
