SnapshotID,EmployeeID,SnapshotDateKey,DepartmentID,JobRoleID,LocationID,ManagerID,MonthlySalary,Bonus,OvertimeHours,SickDays,TrainingHours,PerformanceID,DistanceFromHome,JobSatisfaction,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
12593,284,20221101,4,3,3,23.0,18656.24,1118.49,0.61,3,3,88,37,3,3,5,2
12594,284,20221201,4,3,3,23.0,19646.45,2868.25,4.69,4,20,71,31,2,1,5,2
12595,284,20230101,4,3,3,23.0,7324.72,638.86,17.97,1,19,68,3,2,4,4,1
12596,284,20230201,4,3,3,23.0,19807.82,1306.84,4.5,1,36,63,18,1,3,2,2
12597,284,20230301,4,3,3,23.0,19209.59,2385.74,7.22,1,11,38,38,1,4,3,2
12598,284,20230401,4,3,3,23.0,12833.84,642.6,5.11,0,36,91,30,1,2,5,2
12599,284,20230501,4,3,3,23.0,16114.23,2060.02,12.42,5,27,35,37,4,2,5,1
12600,284,20230601,4,3,3,23.0,11539.5,1524.28,16.42,1,24,70,37,1,4,0,2
12601,284,20230701,4,3,3,23.0,10371.12,909.62,10.98,3,7,97,15,1,2,3,1
12602,284,20230801,4,3,3,23.0,9537.75,603.03,4.27,0,18,71,43,3,4,4,1
12603,284,20230901,4,3,3,23.0,20907.96,1520.5,5.98,4,38,16,17,3,2,5,1
12604,284,20231001,4,3,3,23.0,17707.77,2555.91,9.16,4,9,40,22,4,3,1,3
12605,284,20231101,4,3,3,23.0,21437.33,2426.26,10.1,4,30,61,18,4,2,3,1
12606,284,20231201,4,3,3,23.0,17210.6,1293.2,5.47,0,28,89,31,1,3,4,3
12607,284,20240101,4,3,3,23.0,23049.01,2232.14,5.0,0,7,73,50,3,1,1,2
12608,284,20240201,4,3,3,23.0,8872.57,1189.55,11.07,2,12,49,37,2,2,2,0
12609,284,20240301,4,3,3,23.0,5034.26,727.19,4.39,5,7,11,24,1,3,0,2
12610,284,20240401,4,3,3,23.0,24679.1,2515.09,2.04,5,12,42,47,3,3,4,3
12611,284,20240501,4,3,3,23.0,10762.23,687.55,4.88,5,6,55,41,1,2,1,0
12612,284,20240601,4,3,3,23.0,9916.35,1181.86,2.26,2,37,14,24,1,3,1,1
12613,284,20240701,4,3,3,23.0,6953.77,524.36,3.84,5,20,19,22,1,2,1,3
12614,284,20240801,4,3,3,23.0,20657.1,3017.49,2.32,4,35,91,32,1,2,1,3
12615,284,20240901,4,3,3,23.0,5956.16,543.05,2.08,4,25,24,24,1,2,0,3
12616,284,20241001,4,3,3,23.0,19664.12,2420.92,6.38,1,25,35,5,3,4,3,3
12617,284,20241101,4,3,3,23.0,21879.14,2965.75,11.18,4,29,54,18,1,1,4,3
12618,284,20241201,4,3,3,23.0,24333.53,2048.11,16.71,1,12,7,5,4,3,1,3
12619,284,20250101,4,3,3,23.0,18836.67,2068.28,0.36,2,0,53,28,2,2,4,1
12620,284,20250201,4,3,3,23.0,19500.41,2559.26,17.88,1,27,91,24,4,4,1,1
12621,284,20250301,4,3,3,23.0,16383.84,1774.98,0.79,0,25,21,44,2,2,5,2
12622,284,20250401,4,3,3,23.0,21734.57,1454.28,5.77,5,4,72,21,2,1,2,0
12623,284,20250501,4,3,3,23.0,22651.47,1841.56,8.94,1,8,36,34,2,3,0,2
12624,284,20250601,4,3,3,23.0,14747.01,1805.99,17.0,5,24,16,37,3,2,0,3
12625,284,20250701,4,3,3,23.0,20986.94,1305.07,2.65,5,40,30,14,3,3,5,1
12626,284,20250801,4,3,3,23.0,16383.08,930.94,10.24,2,26,39,21,1,3,5,1
12627,284,20250901,4,3,3,23.0,16713.74,1676.1,10.6,0,33,59,34,1,2,1,2
12628,284,20251001,4,3,3,23.0,21227.78,1167.45,4.32,3,25,50,47,4,3,1,1
12629,284,20251101,4,3,3,23.0,12114.22,936.04,10.34,2,9,48,20,1,1,2,0
12630,284,20251201,4,3,3,23.0,9898.98,1232.67,12.78,1,38,57,37,4,4,3,3
12631,285,20200101,5,5,4,28.0,14614.56,1344.36,1.48,2,31,65,24,3,4,5,0
12632,285,20200201,5,5,4,28.0,16502.15,1104.83,17.84,0,11,94,5,4,3,1,2
12633,285,20200301,5,5,4,28.0,5774.04,804.13,12.86,3,17,51,23,2,3,5,3
12634,285,20200401,5,5,4,28.0,10414.3,1444.96,10.55,0,1,7,3,1,1,4,3
12635,285,20200501,5,5,4,28.0,15659.66,1854.07,8.18,2,28,63,8,4,4,3,1
12636,285,20200601,5,5,4,28.0,16968.99,1699.11,16.09,4,31,98,38,3,1,2,1
12637,285,20200701,5,5,4,28.0,16218.95,1456.69,18.4,0,19,5,9,3,1,4,0
12638,285,20200801,5,5,4,28.0,15327.83,2097.42,17.89,0,27,63,28,2,4,5,0
12639,285,20200901,5,5,4,28.0,19018.39,2261.9,2.53,0,28,9,37,3,1,5,3
12640,285,20201001,5,5,4,28.0,16723.1,2108.78,13.41,4,40,70,20,2,4,4,3
12641,285,20201101,5,5,4,28.0,11532.56,1546.95,8.76,4,15,23,43,1,2,3,0
12642,285,20201201,5,5,4,28.0,11129.86,1426.9,6.88,0,23,63,4,3,3,0,0
12643,285,20210101,5,5,4,28.0,14408.86,923.86,2.9,5,1,13,19,1,2,5,1
12644,285,20210201,5,5,4,28.0,22395.63,3009.53,5.07,0,14,32,2,4,1,0,3
12645,285,20210301,5,5,4,28.0,16864.76,1831.68,14.46,5,37,93,23,3,4,3,2
12646,285,20210401,5,5,4,28.0,9671.73,1317.88,1.74,2,14,73,25,2,1,0,0
12647,285,20210501,5,5,4,28.0,7538.79,1128.35,12.09,3,1,18,43,2,3,3,0
12648,285,20210601,5,5,4,28.0,16088.28,1865.04,4.16,4,0,95,6,3,1,1,3
12649,285,20210701,5,5,4,28.0,7726.59,1124.55,17.22,5,15,80,6,4,4,4,0
12650,285,20210801,5,5,4,28.0,10289.21,864.84,16.97,0,16,20,34,4,1,0,1
12651,285,20210901,5,5,4,28.0,20224.07,2077.39,3.03,3,1,79,25,3,1,5,3
12652,285,20211001,5,5,4,28.0,20858.76,2914.83,4.94,0,37,65,19,2,1,0,3
12653,285,20211101,5,5,4,28.0,14247.01,1919.01,13.79,0,33,47,5,4,4,1,2
12654,285,20211201,5,5,4,28.0,22138.8,2753.41,8.85,3,12,59,49,2,1,1,1
12655,285,20220101,5,5,4,28.0,22900.74,2612.83,0.61,5,22,74,39,3,4,3,0
12656,285,20220201,5,5,4,28.0,5123.71,584.97,5.94,5,8,7,36,1,2,2,1
12657,285,20220301,5,5,4,28.0,13760.11,837.34,10.46,2,18,97,14,1,4,1,0
12658,285,20220401,5,5,4,28.0,7174.29,583.06,15.14,1,17,12,18,4,2,3,2
12659,285,20220501,5,5,4,28.0,13734.15,2053.13,1.3,2,35,18,8,1,4,1,3
12660,285,20220601,5,5,4,28.0,21053.59,2031.14,11.21,5,33,90,20,3,2,3,1
12661,285,20220701,5,5,4,28.0,20151.03,3003.05,0.56,4,7,34,47,2,1,5,1
12662,285,20220801,5,5,4,28.0,5313.68,675.48,3.02,2,23,80,15,4,4,3,0
12663,285,20220901,5,5,4,28.0,20171.19,1991.28,0.38,2,5,57,34,3,3,2,3
12664,285,20221001,5,5,4,28.0,5345.91,563.85,15.91,1,30,75,40,3,3,0,2
12665,285,20221101,5,5,4,28.0,21888.5,1965.3,15.17,3,38,81,22,4,3,4,2
12666,285,20221201,5,5,4,28.0,7447.64,456.54,5.83,5,5,11,45,2,4,2,2
12667,285,20230101,5,5,4,28.0,18090.8,1216.3,12.57,3,28,81,27,3,1,1,1
12668,285,20230201,5,5,4,28.0,21817.65,1703.43,6.04,4,10,96,13,1,2,2,3
12669,285,20230301,5,5,4,28.0,13179.97,1486.78,12.18,0,35,13,26,1,4,2,3
12670,285,20230401,5,5,4,28.0,23128.21,3307.58,10.9,0,26,81,47,4,1,0,1
12671,285,20230501,5,5,4,28.0,13698.95,738.44,15.15,2,27,31,12,3,1,0,3
12672,285,20230601,5,5,4,28.0,14718.48,955.1,15.53,5,35,29,32,4,3,1,3
12673,285,20230701,5,5,4,28.0,10964.06,1214.63,19.58,1,31,2,18,1,2,0,1
12674,285,20230801,5,5,4,28.0,10566.64,625.03,1.0,2,19,45,27,4,1,5,1
12675,285,20230901,5,5,4,28.0,5337.83,547.29,19.55,5,12,36,20,3,2,5,0
12676,285,20231001,5,5,4,28.0,17085.72,1015.72,8.69,2,30,90,1,1,2,1,1
12677,285,20231101,5,5,4,28.0,24855.66,1468.94,11.05,0,32,92,25,1,1,5,3
12678,285,20231201,5,5,4,28.0,11803.14,1516.21,8.59,4,1,58,14,2,4,4,3
12679,285,20240101,5,5,4,28.0,12920.51,776.86,18.25,5,22,63,30,2,3,2,2
12680,285,20240201,5,5,4,28.0,20117.35,1441.56,0.32,3,0,45,14,2,3,3,0
12681,285,20240301,5,5,4,28.0,22689.44,3090.43,13.08,0,9,31,36,2,2,4,2
12682,285,20240401,5,5,4,28.0,15785.56,986.02,7.7,0,39,59,12,2,3,5,2
12683,285,20240501,5,5,4,28.0,13491.68,1329.72,18.55,2,36,14,25,4,4,3,1
12684,285,20240601,5,5,4,28.0,24752.57,1732.45,4.94,4,9,25,8,4,1,2,2
12685,285,20240701,5,5,4,28.0,8777.59,1102.38,11.58,0,39,51,16,4,2,1,2
12686,285,20240801,5,5,4,28.0,13805.87,1329.2,10.83,1,30,98,8,1,3,0,0
12687,285,20240901,5,5,4,28.0,13690.29,1861.1,4.29,5,18,91,3,1,3,2,2
12688,285,20241001,5,5,4,28.0,22720.72,1677.28,1.04,5,20,33,30,4,3,5,0
12689,285,20241101,5,5,4,28.0,15405.93,1950.26,4.74,4,28,90,9,2,1,5,0
12690,285,20241201,5,5,4,28.0,8504.43,695.81,0.82,4,4,88,44,1,3,4,2
12691,285,20250101,5,5,4,28.0,24193.8,2709.44,19.25,4,20,86,8,2,3,2,3
12692,285,20250201,5,5,4,28.0,16742.11,1733.8,12.71,1,21,90,47,4,3,4,3
12693,285,20250301,5,5,4,28.0,11259.77,1205.84,19.09,4,0,75,29,1,3,3,2
12694,285,20250401,5,5,4,28.0,18933.15,1089.21,7.59,3,12,73,2,4,1,4,2
12695,285,20250501,5,5,4,28.0,8328.92,750.59,2.7,4,11,52,16,1,2,4,2
12696,285,20250601,5,5,4,28.0,24106.5,3546.75,13.65,2,12,18,6,1,4,5,0
12697,285,20250701,5,5,4,28.0,15899.61,1951.9,7.11,5,19,45,39,1,3,4,0
12698,285,20250801,5,5,4,28.0,8671.92,1246.54,11.3,2,35,17,38,2,2,0,2
12699,285,20250901,5,5,4,28.0,8750.47,621.31,10.76,4,22,73,30,1,1,4,3
12700,285,20251001,5,5,4,28.0,18494.95,959.14,5.5,3,3,57,1,4,3,0,0
12701,285,20251101,5,5,4,28.0,13023.2,865.14,17.4,4,17,25,20,2,2,4,2
12702,285,20251201,5,5,4,28.0,24953.63,3349.89,12.31,1,30,67,36,2,4,4,2
12703,286,20200101,1,3,2,30.0,10926.24,624.17,16.41,5,10,72,28,2,4,3,2
12704,286,20200201,1,3,2,30.0,24833.03,3350.49,17.85,0,23,83,19,3,2,5,1
12705,286,20200301,1,3,2,30.0,7509.05,516.15,7.28,2,5,38,49,2,2,4,1
12706,286,20200401,1,3,2,30.0,7997.22,1124.46,2.2,2,11,93,5,4,3,1,0
12707,286,20200501,1,3,2,30.0,16198.14,1554.95,0.86,2,9,95,10,1,4,2,3
12708,286,20200601,1,3,2,30.0,18299.75,1220.18,18.67,1,29,92,11,3,1,4,0
12709,286,20200701,1,3,2,30.0,11189.95,1210.18,12.13,1,34,62,38,1,3,3,0
12710,286,20200801,1,3,2,30.0,5490.89,671.37,15.19,2,31,76,36,4,1,5,1
12711,286,20200901,1,3,2,30.0,19194.59,2432.32,15.31,1,35,11,36,1,1,3,1
12712,286,20201001,1,3,2,30.0,7441.5,886.54,17.82,1,0,7,28,4,2,2,0
12713,286,20201101,1,3,2,30.0,23780.66,2983.7,19.5,3,30,60,47,1,2,4,3
12714,286,20201201,1,3,2,30.0,7270.12,959.13,17.99,1,22,60,32,4,1,3,2
12715,286,20210101,1,3,2,30.0,17520.63,1945.56,19.12,2,2,56,24,2,4,0,3
12716,286,20210201,1,3,2,30.0,11562.71,1370.79,4.65,0,8,2,45,4,3,5,0
12717,286,20210301,1,3,2,30.0,21303.29,1503.46,1.81,3,13,16,24,2,4,1,3
12718,286,20210401,1,3,2,30.0,24341.14,2224.08,8.59,4,28,42,47,3,3,1,3
12719,286,20210501,1,3,2,30.0,24182.18,1676.58,6.78,4,24,65,26,4,3,0,2
12720,286,20210601,1,3,2,30.0,10772.99,782.35,5.66,1,31,52,4,3,2,1,3
12721,286,20210701,1,3,2,30.0,5818.51,582.97,7.27,4,33,57,42,4,1,2,0
12722,286,20210801,1,3,2,30.0,22232.35,1494.48,9.71,4,26,88,33,1,2,0,2
12723,286,20210901,1,3,2,30.0,11012.18,1217.55,18.95,0,3,15,46,1,4,0,0
12724,286,20211001,1,3,2,30.0,7805.44,919.55,9.52,3,34,64,50,1,4,2,3
12725,286,20211101,1,3,2,30.0,5012.1,695.45,9.23,4,5,53,39,1,1,2,0
12726,286,20211201,1,3,2,30.0,23475.59,3356.24,4.6,0,18,93,40,2,4,1,3
12727,286,20220101,1,3,2,30.0,10296.94,868.64,4.61,3,26,28,49,1,4,0,2
12728,286,20220201,1,3,2,30.0,17485.55,1185.64,11.08,4,38,66,23,4,4,4,3
12729,286,20220301,1,3,2,30.0,11078.34,638.89,19.16,1,26,12,18,1,2,0,0
12730,286,20220401,1,3,2,30.0,17107.37,1381.35,10.84,1,14,45,33,2,4,5,0
12731,286,20220501,1,3,2,30.0,5676.46,748.73,11.79,4,4,52,46,2,1,0,2
12732,286,20220601,1,3,2,30.0,8288.55,935.35,19.61,5,9,99,5,3,4,1,2
12733,286,20220701,1,3,2,30.0,10639.73,937.07,18.8,0,37,97,5,3,4,0,1
12734,286,20220801,1,3,2,30.0,9755.76,1452.87,19.92,2,25,81,17,1,1,0,0
12735,286,20220901,1,3,2,30.0,12412.69,1780.72,3.8,2,13,22,15,2,2,0,0
12736,286,20221001,1,3,2,30.0,20243.53,1222.37,14.57,1,2,5,8,1,2,5,2
12737,286,20221101,1,3,2,30.0,6074.38,622.35,19.96,1,21,65,35,1,1,5,1
12738,286,20221201,1,3,2,30.0,17103.91,1080.68,10.38,5,16,96,45,1,4,2,0
12739,286,20230101,1,3,2,30.0,19301.33,1620.99,5.43,1,8,40,9,3,1,2,2
12740,286,20230201,1,3,2,30.0,21344.06,3010.45,17.31,3,2,60,8,1,3,3,0
12741,286,20230301,1,3,2,30.0,13517.41,1690.79,7.79,2,30,33,26,3,4,5,0
12742,286,20230401,1,3,2,30.0,14228.2,1296.23,3.79,1,15,33,2,4,2,3,0
12743,286,20230501,1,3,2,30.0,13912.5,1726.76,10.69,2,3,20,31,3,4,3,0
12744,286,20230601,1,3,2,30.0,7642.01,828.91,11.88,4,7,14,36,1,4,2,2
12745,286,20230701,1,3,2,30.0,11727.33,1687.23,4.08,1,28,52,36,4,1,5,2
12746,286,20230801,1,3,2,30.0,14067.13,1903.14,8.97,3,28,21,48,3,3,0,3
12747,286,20230901,1,3,2,30.0,18698.81,1050.66,6.25,4,20,21,34,3,4,0,1
12748,286,20231001,1,3,2,30.0,20902.99,1648.86,15.51,3,9,49,45,1,4,4,2
12749,286,20231101,1,3,2,30.0,16283.84,1194.67,2.35,2,5,93,41,3,1,1,1
12750,286,20231201,1,3,2,30.0,5278.15,599.22,9.85,5,36,83,44,4,4,3,1
12751,286,20240101,1,3,2,30.0,18168.85,1979.37,12.48,5,32,44,41,1,1,0,2
12752,286,20240201,1,3,2,30.0,9630.25,1318.95,3.91,3,28,75,36,3,4,0,0
12753,286,20240301,1,3,2,30.0,6995.98,819.47,11.74,1,32,51,31,1,3,0,3
12754,286,20240401,1,3,2,30.0,7600.03,409.25,7.15,4,3,55,7,2,2,5,2
12755,286,20240501,1,3,2,30.0,19115.33,1090.29,6.95,3,16,41,46,1,3,1,0
12756,286,20240601,1,3,2,30.0,8487.99,1040.79,13.37,2,40,2,4,2,2,5,0
12757,286,20240701,1,3,2,30.0,5360.46,723.23,3.92,3,40,80,42,2,4,4,3
12758,286,20240801,1,3,2,30.0,15280.42,2050.03,14.12,5,35,34,4,1,1,2,3
12759,286,20240901,1,3,2,30.0,19612.32,2564.46,2.7,0,5,40,7,2,1,4,2
12760,286,20241001,1,3,2,30.0,8875.13,769.16,4.78,2,20,67,15,2,3,1,2
12761,286,20241101,1,3,2,30.0,23527.89,2272.26,19.03,3,30,91,29,3,2,5,3
12762,286,20241201,1,3,2,30.0,21315.44,1437.59,5.84,0,1,10,47,4,3,1,3
12763,286,20250101,1,3,2,30.0,23585.48,2303.58,5.91,5,15,53,29,3,4,5,0
12764,286,20250201,1,3,2,30.0,12563.04,1863.86,2.88,1,16,89,8,3,2,1,3
12765,286,20250301,1,3,2,30.0,7991.79,900.32,19.32,0,7,52,2,4,2,3,0
12766,286,20250401,1,3,2,30.0,14914.18,1550.59,13.25,1,26,3,19,3,1,4,3
12767,286,20250501,1,3,2,30.0,12502.36,759.89,7.99,4,38,96,26,2,3,2,0
12768,286,20250601,1,3,2,30.0,23847.96,1941.85,5.09,3,22,35,33,3,2,4,3
12769,286,20250701,1,3,2,30.0,10309.91,620.85,2.47,4,8,81,36,2,3,4,3
12770,286,20250801,1,3,2,30.0,24439.76,2064.37,13.14,4,28,35,39,3,4,3,3
12771,286,20250901,1,3,2,30.0,10086.78,840.31,14.94,2,12,27,41,2,2,4,3
12772,286,20251001,1,3,2,30.0,10542.41,696.55,1.04,3,14,24,33,4,1,1,1
12773,286,20251101,1,3,2,30.0,21665.01,2802.94,11.7,2,10,94,37,4,4,0,3
12774,286,20251201,1,3,2,30.0,13242.17,1029.86,16.94,5,26,26,50,4,3,1,0
12775,288,20200101,2,5,4,13.0,21486.96,2912.39,5.49,0,22,8,45,4,2,2,0
12776,288,20200201,2,5,4,13.0,18160.26,2146.01,2.55,2,6,62,17,1,2,2,3
12777,288,20200301,2,5,4,13.0,5137.15,387.35,0.5,3,10,57,5,3,3,1,1
12778,288,20200401,2,5,4,13.0,16057.31,1384.23,19.11,3,26,47,50,1,1,0,3
12779,288,20200501,2,5,4,13.0,10835.36,760.38,4.7,0,2,42,33,4,1,5,2
12780,288,20200601,2,5,4,13.0,7033.16,560.98,6.06,5,29,24,20,3,1,2,3
12781,288,20200701,2,5,4,13.0,21331.1,2933.78,6.45,1,10,60,41,3,1,2,1
12782,288,20200801,2,5,4,13.0,5876.41,732.87,7.38,5,12,40,21,1,2,5,0
12783,288,20200901,2,5,4,13.0,19572.86,2225.22,16.95,1,33,84,39,1,2,1,2
12784,288,20201001,2,5,4,13.0,7769.28,1155.67,6.84,5,32,32,49,4,4,3,3
12785,288,20201101,2,5,4,13.0,13837.88,1091.06,12.09,5,13,57,31,1,3,2,2
12786,288,20201201,2,5,4,13.0,9802.31,493.8,10.1,0,18,14,30,3,1,0,0
12787,288,20210101,2,5,4,13.0,13639.08,1617.64,1.51,1,38,40,6,2,3,5,2
12788,288,20210201,2,5,4,13.0,20159.64,1665.52,19.85,4,30,100,24,2,1,0,3
12789,288,20210301,2,5,4,13.0,8881.78,1291.52,16.23,0,6,90,22,2,2,4,1
12790,288,20210401,2,5,4,13.0,15048.22,1079.66,19.18,5,23,10,11,1,2,5,3
12791,288,20210501,2,5,4,13.0,12085.94,1183.73,10.99,2,40,44,9,3,1,4,0
12792,288,20210601,2,5,4,13.0,9656.1,686.78,7.55,1,28,71,3,4,1,3,3
12793,288,20210701,2,5,4,13.0,14271.93,1832.79,7.02,0,7,80,31,1,4,0,2
12794,288,20210801,2,5,4,13.0,17826.95,1783.04,4.45,1,37,88,35,3,3,3,3
12795,288,20210901,2,5,4,13.0,7758.03,533.27,0.97,3,11,80,38,4,1,2,2
12796,288,20211001,2,5,4,13.0,12672.2,1399.92,3.47,2,5,58,41,1,4,0,2
12797,288,20211101,2,5,4,13.0,13023.42,990.02,14.32,2,24,37,31,1,4,2,0
12798,288,20211201,2,5,4,13.0,8654.79,852.31,13.05,5,38,4,40,1,2,1,2
12799,288,20220101,2,5,4,13.0,11052.83,1575.86,12.54,5,39,37,10,2,4,2,3
12800,288,20220201,2,5,4,13.0,13242.02,731.35,4.67,5,0,57,41,3,4,1,0
12801,288,20220301,2,5,4,13.0,23354.1,1206.32,17.61,0,39,1,34,2,1,1,3
12802,288,20220401,2,5,4,13.0,20039.5,1144.26,18.85,2,34,93,6,3,4,1,2
12803,288,20220501,2,5,4,13.0,6491.69,697.45,4.5,5,37,66,20,2,4,4,1
12804,288,20220601,2,5,4,13.0,20720.86,1365.68,16.57,3,31,22,48,1,4,0,2
12805,288,20220701,2,5,4,13.0,23338.31,3141.5,16.35,2,26,14,39,1,3,1,0
12806,288,20220801,2,5,4,13.0,7784.61,676.49,2.18,1,36,77,50,2,4,5,2
12807,288,20220901,2,5,4,13.0,8274.11,732.83,12.61,5,33,81,43,4,3,5,3
12808,288,20221001,2,5,4,13.0,12931.14,1044.03,9.23,4,38,1,10,3,3,1,0
12809,288,20221101,2,5,4,13.0,18889.85,2459.91,10.57,2,19,57,11,4,3,1,0
12810,288,20221201,2,5,4,13.0,22586.68,1277.38,8.62,1,22,60,26,2,3,2,2
12811,288,20230101,2,5,4,13.0,23292.78,1764.02,5.01,0,13,11,21,4,1,4,3
12812,288,20230201,2,5,4,13.0,18175.24,2406.84,10.22,3,22,4,45,2,4,4,1
12813,288,20230301,2,5,4,13.0,10383.72,1163.17,19.05,1,35,15,23,2,2,1,0
12814,288,20230401,2,5,4,13.0,14154.63,1865.23,7.35,0,23,52,2,2,4,5,3
12815,288,20230501,2,5,4,13.0,15528.56,924.99,17.32,2,20,72,48,4,4,4,1
12816,288,20230601,2,5,4,13.0,9251.23,661.51,10.08,1,30,37,9,2,4,5,2
12817,288,20230701,2,5,4,13.0,20823.81,1967.88,4.16,5,6,16,19,4,3,0,3
12818,288,20230801,2,5,4,13.0,15935.45,2239.57,11.09,1,36,31,26,4,1,3,2
12819,288,20230901,2,5,4,13.0,11916.97,618.4,17.94,5,26,89,39,3,1,5,2
12820,288,20231001,2,5,4,13.0,9776.09,1330.04,12.46,2,14,59,14,1,4,1,1
12821,288,20231101,2,5,4,13.0,8312.02,1242.68,5.15,0,28,96,10,2,1,2,2
12822,288,20231201,2,5,4,13.0,6025.14,639.59,18.63,4,9,52,49,4,3,1,2
12823,288,20240101,2,5,4,13.0,23855.46,2803.9,8.47,2,1,34,26,4,2,0,1
12824,288,20240201,2,5,4,13.0,21015.95,2453.1,17.59,3,14,94,18,1,2,4,0
12825,288,20240301,2,5,4,13.0,22031.45,3280.42,17.27,0,1,41,45,3,4,4,3
12826,288,20240401,2,5,4,13.0,21314.17,2630.18,9.42,4,23,100,42,2,4,5,0
12827,288,20240501,2,5,4,13.0,21270.91,2860.19,0.35,1,9,31,27,1,3,0,3
12828,288,20240601,2,5,4,13.0,11221.08,583.51,5.73,0,30,13,49,4,3,1,1
12829,288,20240701,2,5,4,13.0,11284.7,1231.61,0.61,4,18,12,25,2,3,1,2
12830,288,20240801,2,5,4,13.0,24847.84,2413.4,14.72,2,31,1,15,4,2,1,3
12831,288,20240901,2,5,4,13.0,6046.33,493.36,18.64,5,24,2,10,1,1,4,0
12832,288,20241001,2,5,4,13.0,20196.82,2940.6,1.19,0,36,41,2,4,1,2,2
12833,288,20241101,2,5,4,13.0,12152.83,1261.45,3.79,0,26,34,26,1,1,5,2
12834,288,20241201,2,5,4,13.0,17645.25,1709.51,17.13,3,0,80,45,1,3,5,1
12835,288,20250101,2,5,4,13.0,20682.75,1318.39,4.06,2,38,27,26,4,1,5,1
12836,288,20250201,2,5,4,13.0,8428.42,703.94,10.12,5,22,81,15,1,3,3,3
12837,288,20250301,2,5,4,13.0,22033.52,1106.44,7.71,5,22,42,39,4,4,5,3
12838,288,20250401,2,5,4,13.0,12583.19,1816.13,10.8,0,8,71,18,1,4,3,3
12839,288,20250501,2,5,4,13.0,9671.99,1379.41,0.65,0,12,83,26,1,4,5,3
12840,288,20250601,2,5,4,13.0,12994.99,1600.34,14.29,0,4,27,20,3,4,5,0
12841,288,20250701,2,5,4,13.0,19476.13,2363.42,11.96,4,6,28,36,1,4,4,0
12842,288,20250801,2,5,4,13.0,19408.63,1018.58,7.28,0,28,60,39,2,1,1,2
12843,288,20250901,2,5,4,13.0,10781.9,745.68,5.07,4,28,94,31,2,1,1,1
12844,288,20251001,2,5,4,13.0,18968.06,1731.9,18.16,2,34,93,36,2,4,4,2
12845,288,20251101,2,5,4,13.0,13482.18,1649.18,0.59,5,20,96,10,2,1,2,2
12846,288,20251201,2,5,4,13.0,6547.14,945.17,17.51,1,17,8,38,3,1,5,0
12847,289,20250901,2,3,4,14.0,16831.32,1234.98,4.16,5,32,16,23,2,3,5,2
12848,289,20251001,2,3,4,14.0,23287.36,3363.14,19.47,4,0,41,38,4,4,2,1
12849,289,20251101,2,3,4,14.0,21837.06,2027.75,6.09,0,24,77,13,4,1,2,1
12850,289,20251201,2,3,4,14.0,11913.62,903.93,6.83,1,5,33,30,1,4,0,3
12851,290,20250801,5,5,4,43.0,21696.6,1153.26,17.51,3,10,66,13,3,3,2,2
12852,290,20250901,5,5,4,43.0,7684.87,1018.18,8.02,0,17,75,50,4,3,1,3
12853,290,20251001,5,5,4,43.0,11782.6,1386.08,18.04,2,17,46,34,4,4,2,3
12854,290,20251101,5,5,4,43.0,5360.22,333.81,15.53,5,38,46,28,4,1,2,2
12855,290,20251201,5,5,4,43.0,14032.19,1404.9,6.21,1,29,82,10,2,2,0,0
12856,292,20220301,3,2,1,23.0,21041.9,2403.65,13.15,1,31,49,21,4,4,5,2
12857,292,20220401,3,2,1,23.0,24729.3,1485.71,1.78,4,2,91,41,3,3,0,2
12858,292,20220501,3,2,1,23.0,12699.23,1077.11,1.92,2,6,28,30,3,2,3,1
12859,292,20220601,3,2,1,23.0,24112.05,3209.44,17.88,3,26,85,48,4,4,4,1
12860,292,20220701,3,2,1,23.0,24835.34,2888.26,3.73,1,31,73,31,3,1,2,0
12861,292,20220801,3,2,1,23.0,20025.38,1078.69,2.32,4,5,66,16,4,2,4,1
12862,292,20220901,3,2,1,23.0,23613.9,2399.41,0.53,2,19,47,37,3,2,1,1
12863,292,20221001,3,2,1,23.0,22345.49,1603.28,15.56,0,15,36,46,4,2,0,2
12864,292,20221101,3,2,1,23.0,12300.66,900.22,7.12,5,3,85,25,2,4,0,3
12865,292,20221201,3,2,1,23.0,10235.68,935.1,17.22,3,13,69,28,3,1,1,2
12866,292,20230101,3,2,1,23.0,15851.37,1766.21,8.57,1,31,92,2,2,2,1,3
12867,292,20230201,3,2,1,23.0,5578.16,640.06,16.81,5,16,100,28,1,2,2,0
12868,292,20230301,3,2,1,23.0,9195.41,1215.17,1.08,0,8,20,14,2,1,5,0
12869,292,20230401,3,2,1,23.0,23657.77,2759.82,5.67,4,23,78,47,4,4,5,1
12870,292,20230501,3,2,1,23.0,5907.92,743.16,9.31,3,4,23,28,4,4,2,2
12871,292,20230601,3,2,1,23.0,5780.09,340.31,14.19,4,21,67,28,1,2,1,3
12872,292,20230701,3,2,1,23.0,7973.29,1121.59,17.99,3,5,57,28,3,3,5,1
12873,292,20230801,3,2,1,23.0,21507.37,2866.3,8.78,1,35,65,22,2,2,2,3
12874,292,20230901,3,2,1,23.0,22713.05,1422.72,7.38,3,17,35,21,1,4,2,1
12875,292,20231001,3,2,1,23.0,8536.73,824.5,19.05,2,13,39,41,1,4,0,1
12876,292,20231101,3,2,1,23.0,22556.9,2037.13,12.05,3,13,40,48,4,2,3,2
